date,dish_name,restaurant_name,price,description,image
11 Jan 2024 (Thursday),Big Sharwarma,No restaurant name,RM9.00,"Remind myself to not leave the bottom side unprotected.

          Rice is more filling.","2024/January/2024, January, image 16.png"
12 Jan 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"1 big scoop 1 half scoop for vegetables.
          Chicken has some add ons, could be considered 2 medium scoops.
          Beware of chili for this one, as it's spicy.
I forgot the price for this as I wrote it at 16 Jan but I'd assume its the regular pricing for this.","2024/January/2024, January, image 17.png"
12 Jan 2024 (Friday),Thai Style Creamy Butter Pork Rice (Add Rice),Hinz Kitchen,RM12.90,"Okay, maybe adding rice is a slight mistake, but I managed to finish it in time, just not as fast as my mates.

          Price breakdown being 10.9 + 2.","2024/January/2024, January, image 18.png"
15 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,I won't recommend this presumed marmite chicken.,"2024/January/2024, January, image 19.png"
15 Jan 2024 (Monday),Nasi Goreng Thai,Famous Bistro Cafe,RM10.50,"So this is Thai Fried Rice.
          Kinda special for them to include Tumeric Chicken? Not sure, never had it before apart from knowing the pineapple version existed.
Naan chicken is bomb, don't order for the sake of preventing heatiness(?)","2024/January/2024, January, image 20.png"
16 Jan 2024 (Tuesday),Nasi Lemak McD,McD Edusphere,RM12.95,"Approximately a little over 1 month later, they have a deal that has a drink.

          Apparently, they also play Cantonese songs now.","2024/January/2024, January, image 21.png"
16 Jan 2024 (Tuesday),Hut Celebration 1,Pizza Hut,RM17.00,"The last pizza party 2 months ago is cheaper by at least half.
          I also only had 3 slices, not a full bowl of soup, like 1-2 garlic bread slices and maybe just 1 Huts Poppers Chicken Bites.
          That ain't worth it at all.

When will I be able to touch you again my good ol' Instant Noodles?
Image credit to XenonForce","2024/January/2024, January, image 22.png"
17 Jan 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM9.00,"I see the cashier key in 4 + 5, probably pork prices being 5.","2024/January/2024, January, image 23.png"
17 Jan 2024 (Wednesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,"Koyori & Benon cookin noodles, I could've cooked as well, but the remaining 2 wanted to be out as they dont have noodles.
          My fuel is dying soon, let's hope I can last the week.","2024/January/2024, January, image 24.png"
18 Jan 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM10.00,"Foriegn worker, but this is one of the highest prices I've eaten with you, it isn't even pork?","2024/January/2024, January, image 25.png"
18 Jan 2024 (Thursday),Wheat Butter Pork Rice,Hinz Kitchen,RM10.90,"I should order something more unique next time to prevent some people from mistakening my food.
          In my defense idk what my food looked like, but how do YOU DO NOT KNOW what YOUR food looked like as well?

          Back to the food, eh the regular sauced ones are better.","2024/January/2024, January, image 26.png"
19 Jan 2024 (Friday),Whopper Jr.,Burger King,RM12.13,"Share? Oh no, I paid for it, so I'm just taking what's mine, as like the Chinese Beaver meme.
      
JP19, Burger + Coke Zero - RM 9.30 ea
JP08, Cheesy Fries - RM 2.833... ea","2024/January/2024, January, image 27.png"
19 Jan 2024 (Friday),Char Koay Teow Big,Restoran Wai Wai,RM10.00,"So this is another route to Puchong, never knew.
          It had a long wait, but probably as its nice.
          5 prawns, quite an amount of cockles.

          Was mentioned to be the best Koyoriboi ate in KL (but we're in Selangor) so far, comparable to Melaka even.","2024/January/2024, January, image 28.png"
22 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"Fish = good.
I forgot the price for this as I wrote it at 23 Jan but I'd assume its the regular pricing for this.","2024/January/2024, January, image 29.png"
22 Jan 2024 (Monday),Maggi Goreng x2,No restaurant name,"""Free""","I should add 2 eggs next time, I can't really feel the existence of it.","2024/January/2024, January, image 30.png"
23 Jan 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM10.00,"""Oh, pork? RM10."" O k a y.
Fancy meeting you again.","2024/January/2024, January, image 31.png"
23 Jan 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,I may stop writing about stuff if there's nothing note-worthy.,"2024/January/2024, January, image 32.png"
24 Jan 2024 (Wednesday),Roti Canai,HTC,RM1.50,Huh it's 1.50 now.,"2024/January/2024, January, image 33.png"
24 Jan 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,Driver for the meal.,"2024/January/2024, January, image 34.png"
24 Jan 2024 (Wednesday),FD 22,Burger King,RM8.90,BK Chick'N Crisp® + Onion Rings + Coke.,"2024/January/2024, January, image 35.png"
25 Jan 2024 (Thursday),Julie's Peanut Butter Sandwich Biscuits,No restaurant name,RM8.95,"Walked 30 minutes under the sun to get a 75 sen discount, real.
It was 50 cents cheaper 4 months ago wtf.","2024/January/2024, January, image 36.png"
25 Jan 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM8.10,"Odd, a 10 sen. Is it because it was originally 9 but discounted by 10% instead of -1?

          Driver for the meal again.","2024/January/2024, January, image 37.png"
25 Jan 2024 (Thursday),Nasi Goreng Pattaya,Famous Bistro Cafe,RM9.00,"Ratio wise, egg is more than rice. What if I order extra rice?","2024/January/2024, January, image 38.png"
26 Jan 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM8.50,"Where did the 50 sen come from.

          5 days in a row!","2024/January/2024, January, image 39.png"
26 Jan 2024 (Friday),Big Mac Set,McD EduSphere,RM13.95,"So this is the Big Mac.
          Extra onion, pickles and lettuce. Really brings out the worth of it.","2024/January/2024, January, image 40.png"
29 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM8.50,5 pieces.,"2024/January/2024, January, image 41.png"
29 Jan 2024 (Monday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM10.90,Why isn't there an option for 1.5 bowls of rice...,"2024/January/2024, January, image 42.png"
30 Jan 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,"Mama had alot of people, so we opted here.
          It's a little ""off"" being here at lunch instead of dinner.","2024/January/2024, January, image 43.png"
30 Jan 2024 (Tuesday),FP28,Burger King,RM14.90,"Whopper wooper.

          
Real Whooper
Fries
Coke (Zero)","2024/January/2024, January, image 44.png"
31 Jan 2024 (Wednesday),Aroii Thai,Food delivery,RM8.93,How do they decide between eating out and eating at home.,"2024/January/2024, January, image 45.png"
31 Jan 2024 (Wednesday),"Chicken Slice 6""",Subway,RM15.02,"Kinda pricey, should've chosen instant noodles.","2024/January/2024, January, image 46.png"
01 Feb 2024 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,Somehow everyone (except me) was asleep... until 12pm++.,"2024/February/2024, February, image 1.png"
01 Feb 2024 (Thursday),Instant noodles + Sausages,No restaurant name,RM0.60,"This is me, an Asian, and I'm here to make, my money worth.
              (Price is for ES Choice Frankfurthers).

              Anyways, some cooking tips:
              
Do not refry noodles with oil for sausages
Sausages can be boiled together with noodles
Do not pour used oil into cooked noodles pot (freedom)","2024/February/2024, February, image 2.png"
02 Feb 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,1 final push before exams.,"2024/February/2024, February, image 3.png"
02 Feb 2024 (Friday),Nasi Goreng Thai,Restoran Al Bidayah,RM10.50,"So Thais are usually like this huh, tumeric chicken, egg, and some sort of yellow fried rice.","2024/February/2024, February, image 4.png"
18 Feb 2024 (Sunday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,Imagine forgetting your laptop charger.,"2024/February/2024, February, image 5.png"
19 Feb 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"Calculus is just like these meat, you seen it before, you tasted it before, yet you have no idea how to bite into it.","2024/February/2024, February, image 6.png"
19 Feb 2024 (Monday),FP24,Burger King,RM11.90,"I gotten a caramel soft serve instead of vanilla.
              It tastes nice.","2024/February/2024, February, image 7.png"
20 Feb 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM10.00,Did I take too much meat?,"2024/February/2024, February, image 8.png"
20 Feb 2024 (Tuesday),Spicy McChicken Deluxe,McD EduSphere,RM4.50,"As usual, extra lettuce.
              Why don't they have set meals for the points redemption?
That's one cute ice cream","2024/February/2024, February, image 9.png"
21 Feb 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,I like onions.,"2024/February/2024, February, image 10.png"
21 Feb 2024 (Wednesday),Nasi Goreng Thai,Famous Bistro Cafe,RM10.50,"Imma assume they did listen to my request of wanting the egg fully done.
              Can I swap the egg into an omelette though?","2024/February/2024, February, image 11.png"
22 Feb 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"Does he not get charged extra for asking more rice?
Oh my a thing fell off","2024/February/2024, February, image 12.png"
22 Feb 2024 (Thursday),Creamy Butter Pork Rice (Add rice),Hinz Kitchen,RM12.90,"With more rice, its a little hard to ""calculate"" how much meat to serve with a scoop of rice.
              As opposed with a regular serving of rice.

              Final meal of this trimester.","2024/February/2024, February, image 13.png"
16 Apr 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM10.00,"Maybe I took too much meat?
                  Granted, it's pork, so of course ""the prices will be higher"".","2024/April/2024, April, image 1.png"
16 Apr 2024 (Tuesday),Taiwan Sausage Fried Rice,Hinz Kitchen,RM10.50,"Ya know the problem with Hinz:
                  Order a regular portion, not filling enough.
                  Order an upsized portion, it's too filling.","2024/April/2024, April, image 2.png"
17 Apr 2024 (Wednesday),Nasi Goreng Tanjong,Switt Kreving,RM5.00,"Black thing feels like super sambal, but it's tolerable in small amounts paired with rice.
                  Chicken isn't plentiful, but it exists.

                  Real menu rahmah, next time try asking for more rice.","2024/April/2024, April, image 3.png"
17 Apr 2024 (Wednesday),"""Lots of extra food""",No restaurant name,Free,"I mean it's either this or instant noodles.
                  In a technical standpoint this is cheaper even accounting petrol.

                  Just taxing on mental.

                  Foods good though overall despite being hours old by now.","2024/April/2024, April, image 4.png"
17 Apr 2024 (Wednesday),Instant noodles,No restaurant name,RM2.04,"""It isn't me cooking if there isn't a part I messed up"".
                  Recipe this time:
                  
Boil noodles & sausages together
Single egg, beat it (not till complete scramble)
Use oil + soy sauce from instant noodle packaging
Wait till hot (or soy sauce starts bubbling)
Put egg in
Flip constantly
Put noodles in when egg is almost done (dont)
Take everything out once mess up is realised
Put a little water in to save slightly hardened noodles
Pour the remaining packets in
  
                While it is indeed edible, the egg is on the saltier side, but edible.
                The sausages however could be better if I lightly fried them instead of purely boiling them.","2024/April/2024, April, image 5.png"
18 Apr 2024 (Thursday),Smashed Burger,No restaurant name,RM6.33,"Good food, good boss.
                  Original price 7, but bulk discount + actual asking be like.","2024/April/2024, April, image 6.png"
18 Apr 2024 (Thursday),AD 79,Burger King,RM11.95,"Contains:
                  
Double Whopper Jr.
Chocolate Sundae Vanilla Soft Serve
Coke

                  
                  Hm they didn't have choco sundae, replaced it with a cone. not like i mind
                  They should feature more individual sets.
They should feature cup covers so I can take it on the go-
I am horribly confused by their pathing.
                  The slope is literally there?
                  You don't need to walk THE ENTIRE THING just cuz the lift broke??","2024/April/2024, April, image 7.png"
19 Apr 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"First time using the chinese club discount card, wonder what would be the original price.
              
1.5 scoops of rice
5 pieces of chicken (3 edible parts)
a scoop of kangkung

                Do not take 1.5 bowls of rice lightly, everyone had to wait for me.
FeelsBadMan","2024/April/2024, April, image 8.png"
19 Apr 2024 (Friday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM9.00,"I don't get why didn't we go to a longer table.
                  Or rather split into groups, 10 people is slightly stretching it.","2024/April/2024, April, image 9.png"
23 Apr 2024 (Tuesday),Mee Goreng,SRC CW,Free,"It ran out faster?
                  Only a single fishball + a slice of fishcake.
Didn't know they were doing this, wasted a breakfast.","2024/April/2024, April, image 10.png"
23 Apr 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"Discount card working wonders.
              
1.5 scoops of rice
3x2 scoops of various curries
1+ scoop of vege
1+ scoop of Thai Sauce Dory Fish?

              Experiment with 2 scoops of rice next?","2024/April/2024, April, image 11.png"
23 Apr 2024 (Tuesday),Prawn Fried Rice,Ri Yue Ming,RM11.00,"Despite adding rice, it isn't that filling vs Hinz.
                  
Prawn Fried Rice - RM 10.00
+ Rice - RM 1.00
  
                Decent enough food, they also do not have an actual counter.","2024/April/2024, April, image 12.png"
24 Apr 2024 (Wednesday),Nasi Lemak,SRC CW,Free,"Wasn't any class, manage to snipe when it just opened.","2024/April/2024, April, image 13.png"
24 Apr 2024 (Wednesday),Nasi Lemak,SRC CW,Free,"Do I need 3 to fill myself?
                  Also the rice tasted kinda (slightly) burnt without the coconut taste.","2024/April/2024, April, image 14.png"
24 Apr 2024 (Wednesday),Kuey Teow Penang,Switt Kreving,RM5.00,"It took a while to cook, almost half an hour somehow whereas other dishes were cooked faster.","2024/April/2024, April, image 15.png"
24 Apr 2024 (Wednesday),Nasi Goreng Biasa,Restoran Al Bidayah,RM7.50,"For the whole hour and 11 minutes I was there eating, I suffered rice overdose.
                  Please do not do this.

Nasi Goreng Biasa (Mamak) - RM 6.00
Tambah Nasi - RM 1.50","2024/April/2024, April, image 16.png"
25 Apr 2024 (Thursday),Nasi Campur,HTC,RM8.50,"I last had it at 28 Aug 23?
                  No wonder it hiked 50 cents.","2024/April/2024, April, image 17.png"
25 Apr 2024 (Thursday),AD76,Burger King,RM8.90,"How did they ran out of onion rings this time?
                  And today somehow they had choco sundaes.
                  
BK Chick'N Crisp
Onion Rings Fries
Coke Zero
  
                Today I learnt that the Fries are the exact same price as the Onion Rings, at least when referring here.","2024/April/2024, April, image 18.png"
26 Apr 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM6.60,"One of the lowest prices I hit thus far?

1.5 scoops of rice
3x2 scoops of various curries
1-ish scoop of vege
1-ish scoop of Thai Sauce Dory Fish?","2024/April/2024, April, image 19.png"
26 Apr 2024 (Friday),Spicy Crispy Chicken Burger Set,McD Edusphere,RM13.95,"I got an apple pie for the next time I come, the best (price) non rare item.","2024/April/2024, April, image 20.png"
30 Apr 2024 (Tuesday),Nasi Goreng Tanjong,Switt Kreving,RM6.00,"Did it make a difference? Not sure.
              
Base price - RM 5.00
Tambah Nasi - RM 1.00

              At least it was more filling.","2024/April/2024, April, image 21.png"
30 Apr 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM10.70,"Randomly got added an egg.
                  
Base price - RM 9.00
Fried Egg - RM 1.70

                  It tastes good, but -1.70.","2024/April/2024, April, image 22.png"
01 May 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"Pork test.
                    So it discounts by 10% it seems.","2024/May/2024, May, image 1.png"
01 May 2024 (Wednesday),Instant Noodles,No restaurant name,RM2.66,"Eggs:
                
Beaten with chopsticks, apparently not as good as whisking with fork
Oil covers enter surface
Fried till kinda crispy edible, still got some soft (nice) sides
Slightly explosive when frying

                Sausages:
                
Boiled with noodles
Lightly fried with remnants of egg oil, nice

                Noodles:
                
Left to dry for too long, water saves it

              Eh, kinda nice I guess.","2024/May/2024, May, image 2.png"
02 May 2024 (Thursday),Nasi Campur,HTC,RM8.00,It seems like the prices fluctuate based on their mood.,"2024/May/2024, May, image 3.png"
02 May 2024 (Thursday),Ayam Geprek Student,Ayam Geprek Indo Asli,RM12.00,"Chosen teh o ais.

                  First time here, experience was... eh.
                  Small nitpicks:
                  
Food came kinda late (everyone else has had theirs delivered for minutes)
The rice is just ""hot"", not much rice taste
The spicy sambal isn't to my liking

                Also don't sit at the swing seat if you're not alone, it gets rng when someone decides to swing it.
                That seat also gives me mild epilepsy with the fan blocking & unblocking the light at quick successions.
Wow you (the restaurant) ran out of cash.","2024/May/2024, May, image 4.png"
03 May 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"Interaction:
              
8.
Got card? 7.
Charges 7.2 instead

              Guess it really is 10%.","2024/May/2024, May, image 5.png"
03 May 2024 (Friday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM10.90,"Imagine being so early that they haven't open yet, then be their first customer.","2024/May/2024, May, image 6.png"
06 May 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM8.80,"Maybe I shouldn't had took so many fishes, I had 3 remaining when I finished my 1.5 rice.
                  Calculator displayed 8.82...","2024/May/2024, May, image 7.png"
06 May 2024 (Monday),Instant noodles,No restaurant name,Free,"2 Eggs.
                  I was waiting for roommate to be done washing while frying egg, took too long, egg (slightly) ruined.
                  Just like my Comp Math test.","2024/May/2024, May, image 8.png"
07 May 2024 (Tuesday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"Heard its good from my peers, decided to try with them.
                  If anything it is better than Warung Geprek.

                  I gotten chicken wing as part of their rng choices.","2024/May/2024, May, image 9.png"
07 May 2024 (Tuesday),Double Cheeseburger,McD Edusphere,RM10.50,"Can I claim deals on the McD app itself instead of doing it on the kiosk?
                  Anddd another Exusiai (Apple Pie) from doing the survey.","2024/May/2024, May, image 10.png"
08 May 2024 (Wednesday),Nasi Campur,HTC,RM8.00,Pls unbocchi.,"2024/May/2024, May, image 11.png"
08 May 2024 (Wednesday),Aroi Thai,Food delivery,RM8.28,How long has it been?,"2024/May/2024, May, image 12.png"
09 May 2024 (Thursday),Nasi Campur,HTC,RM8.50,"3 scoops of rice, more satisfying, same with the price.","2024/May/2024, May, image 13.png"
09 May 2024 (Thursday),PD106,Burger King,RM8.90,"The wonderful use of cash, and everything they have is in stock!
                  
BK Chick'N Crisp
Onion Rings
Coke Zero","2024/May/2024, May, image 14.png"
10 May 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.60,"Hmm, I remember this was 10 a while back pre card.","2024/May/2024, May, image 15.png"
10 May 2024 (Friday),Fried Rice,No restaurant name,RM13.71,"Home cooked, mmm.
                  
Lotuss Fresh Chicken Eggs 30s - 13.50
Knife Light Soy Sauce Value Pack 750ml - 7.85
Lee Kum Kee Kum Chun Oyster Flavoured Sauce 770g - 6.99
Bird of Paradise Siam Super Rice 1kg - 7.70
Chicken Fillet 628g - 10.55 
Lotuss Hot + SPicy Tempura Nugget 800g - 15.99
Red Chili 132g - 1.17 
Garlic 122g - 1.14 
China Leek 338g - 3.68 

                Total cost: 68.57","2024/May/2024, May, image 16.png"
14 May 2024 (Tuesday),Nasi Campur,Restoran Al Bidayah,RM10.50,"Outside do be expensive.
                  HTC would only charge 8-8.5 here.","2024/May/2024, May, image 17.png"
14 May 2024 (Tuesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM10.90,"I mean, one is made to order, whereas the other is just batch cooked.
                  Surely we can't compare the values.","2024/May/2024, May, image 18.png"
15 May 2024 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"A better review: I prefer the tofu more than the tempe.
                  Is there a way I can change it for that?","2024/May/2024, May, image 19.png"
15 May 2024 (Wednesday),"Chicken Slice 6"" Meal",Subway,RM18.52,"This is... easily a days worth of food, no joking.
                  But for helth reasons, might as well.
Sick season incoming? Or has it already started?","2024/May/2024, May, image 20.png"
16 May 2024 (Thursday),Nasi Campur,HTC,RM8.00,Class ended a little earlier.,"2024/May/2024, May, image 21.png"
16 May 2024 (Thursday),PD106,Burger King,RM8.90,"Do not order drinks during take away, unless you want to get summoned.
                  
BK Chick'N Crisp
Onion Rings
Coke Zero

                  Burger pack holding onto its life, while my fingers freeze.","2024/May/2024, May, image 22.png"
17 May 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,Wait I only had you once this entire week?,"2024/May/2024, May, image 23.png"
17 May 2024 (Friday),Various stuff,Cosmo Kitchen,RM7.80,"Thought we were heading to geprek, so I didn't bring my bottle.
                  Some twist & turns later (why), we ended up here.
                  Everything I ordered is 2.89.
                
Cosmo Milk Tea
Basil Rice
Omlette Rice

                I was thinking it was small, but never knew it was THAT small.
                10% discount for students? W.","2024/May/2024, May, image 24.png"
21 May 2024 (Tuesday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"I can change it for tofu!! :D
                  This time I gotten the blethz part, not so juicy, and it's slightly cooler despite the longer wait time.","2024/May/2024, May, image 25.png"
21 May 2024 (Tuesday),Chinese Sausage Fried Rice,Ri Yue Ming,RM11.00,"It has little fat bits that are slightly harder to chew, still decent.
                  
Chinese Sausage Fried Rice - RM 10.00
+ Rice - RM 1.00

                  It seems that people like the Buttermilk chicken rice.","2024/May/2024, May, image 26.png"
22 May 2024 (Wednesday),Various stuff,Cosmo Kitchen,RM10.40,"I'm left alone to choose my own meals? I'll have my ""revenge"" here.
              
Pad Thai
Basil Rice
Omlette Rice
Fried Rice

              Everything is 2.89 pre discount.
              Why here? The mamak downstairs is literally 10 cents more expensive.","2024/May/2024, May, image 27.png"
22 May 2024 (Wednesday),Nasi Goreng Kampung,Restoral Al Bidayah,RM7.00,"Egg? That came from me, shouldn't had cook it for too long under pre higher heat.
                  This variant is called Nasi Goreng Kampung (Mamak).","2024/May/2024, May, image 28.png"
23 May 2024 (Thursday),Nasi Campur,HTC,RM8.50,"Will I ever learn the 藏蛋技术?
                  Nah, I'm a good law abiding citizen.
Takes special rice","2024/May/2024, May, image 29.png"
23 May 2024 (Thursday),Fried Rice,Cosmo Kitchen,RM9.79,"Burger Kings AC wasn't working (or so I was told by the bois), ended up here.
                  Without my bottle.

                  Fried rice is basically the mini rice but bigger.
                  Whereas the drink tastes like something I had before in restaurants.
                  
Pandan Lemon Grass - 2.89
Nasi Goreng - 7.99

                  Per usual, take it off by 10%.","2024/May/2024, May, image 30.png"
24 May 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"8.30. Got card? 7.50
                  I was contemplating if I took enough fishes, turns out I exceeded by 1 ish.","2024/May/2024, May, image 31.png"
24 May 2024 (Friday),Aroi Thai,Food delivery,RM12.53,"I am not sure if it's aroi or cosmo, both of them serve the exact same thing.
                  The chicken wing is hotter than usual, thats nice.","2024/May/2024, May, image 32.png"
28 May 2024 (Tuesday),Nasi Campur,Dapo Sahang,RM6.00,"I have returned, my old friend
                  Months without you, you still taste the same

                  (Trying to avoid heaty foods)
Of course you still have small bones that make a huge CRUNCH","2024/May/2024, May, image 33.png"
28 May 2024 (Tuesday),Mexicana Burger Set,Texas Chicken,RM12.00,"Huh, wonder what bought them here.
                  Burger patty do be huge.","2024/May/2024, May, image 34.png"
29 May 2024 (Wednesday),Instant noodles,No restaurant name,Free,"Tried to fry garlic, it exploded.
                  Managed to save it though, but the egg fried in it doesn't taste different.","2024/May/2024, May, image 35.png"
29 May 2024 (Wednesday),McChicken,McD Edusphere,Free,"Oh, so I need to select ""Pay at counter"" in order to claim the ticket.
                  Thankfully I didn't go hungry with just this 1,200 point claim.","2024/May/2024, May, image 36.png"
30 May 2024 (Thursday),Nasi Campur,HTC,RM8.00,"The art of fancy rice.
                  Why am I always the last to finish?","2024/May/2024, May, image 37.png"
30 May 2024 (Thursday),Value Combo B,Burger King,RM9.90,"""Oh I thought you followed them when they went here.""
                  
Whopper Jr
Fries
Coke Zero

                ""Blud coughed like hell for 2 days, still ate heavily, be it oily or spicy, and hes doing better.""","2024/May/2024, May, image 38.png"
31 May 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM6.70,I feel like this is my usual.,"2024/May/2024, May, image 39.png"
31 May 2024 (Friday),Nasi Goreng Kampung,Restoral Al Bidayah,RM7.00,"This variant is Nasi Goreng Kampung, Melayu.
                  Huh there's raw onions, why? Oh well, food is food.","2024/May/2024, May, image 40.png"
04 Jun 2024 (Tuesday),Nasi Campur,Dapo Sahang,RM7.00,"Kangkung is probably more expensive than lettuce?
                Same old spice levels, now that I think of it, it matches the taste of Aroi's kangkung, albeit a lower tier.","2024/June/2024, June, image 1.png"
04 Jun 2024 (Tuesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM11.55,Oh no they charge SST now. Everything hiked by 6%.,"2024/June/2024, June, image 2.png"
05 Jun 2024 (Wednesday),Nasi Goreng Biasa,Restoran Al Bidayah,RM6.00,"I didn't specify what type it is, but I'd assume its mamak style since the big woks didn't start.
                  Taste is truly biasa.
              
""Nasi Goreng Telur Mata"" x2 - 14.00
Maggi Goreng Ayam - 9.50

              The ones above are extra orders for my housemates.","2024/June/2024, June, image 3.png"
05 Jun 2024 (Wednesday),KD136,Burger King,RM8.90,"""Damn it's like we're boycotting him"".
                  Y'all have enough space?
                  
BK Chick'N Crisp
Onion Rings
Coke Zero
  
                  Well they did, albeit it would be more comfier sitting separately imo.","2024/June/2024, June, image 4.png"
06 Jun 2024 (Thursday),Nasi Campur,HTC,RM7.50,"Bro decided to brain lag and not take any vegetables.
                  Guess it confirms that it costs RM 1.","2024/June/2024, June, image 5.png"
06 Jun 2024 (Thursday),Chicken Katsu Don,Cosmo Kitchen,RM14.39,"It has a record serving time of... 52 minutes.
                  Food is good though, though the pricing is on the higher end especially after they raised their price.

                  Ori price: 15.99","2024/June/2024, June, image 6.png"
07 Jun 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM7.60,"The 卤 sauce isn't to my liking too much.
                  The cabbage is nice though.","2024/June/2024, June, image 7.png"
07 Jun 2024 (Friday),Nasi Bujang,Restoran Al Bidayah,RM5.00,"Exactly like how I envisioned it, egg, rice, soup.
                  I wouldn't put that chili near my food.

                  Honestly I'd pay slightly more for a nasi goreng.

                  Ranting time:
                  Bro took the egg with his bare ungloved hand WTF
                  Same with the cucumber + chopping but I'd freak out less.

                  WHERES YOUR GLOVES???","2024/June/2024, June, image 8.png"
11 Jun 2024 (Tuesday),Nasi Campur,Dapo Sahang,RM8.50,"Apart from what seems like mountain rice, how is it worth 8.5?
                  If it does look like mountain rice, it isn't.
                  I still have chicken left when I finished my rice.

                  God damn the queue lasts quite a while.","2024/June/2024, June, image 9.png"
11 Jun 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM8.54,"We didn't go Fu Jee for a month?
                  Anyways, 6% discount from CLSC, yay!","2024/June/2024, June, image 10.png"
12 Jun 2024 (Wednesday),Kuey Tiaw/Maggi Goreng,IZ Kitchen,RM5.00,"May have eaten too early, but foods good.
                  Tho if possible maybe give more sambal? Otherwise the taste isn't that strong.
                  What does goreng kawah mean?","2024/June/2024, June, image 11.png"
12 Jun 2024 (Wednesday),Aroi Thai,Food delivery,RM12.03,"Was gonna go for Subway originally, but delivery prices raised, yay!
                  Beef balls were fine, same with the mushrooms.","2024/June/2024, June, image 12.png"
13 Jun 2024 (Thursday),Nasi Campur,HTC,RM8.50,"I thought I'd be charged more for the amount I took, maybe its prespective moment.","2024/June/2024, June, image 13.png"
13 Jun 2024 (Thursday),KD136,Burger King,RM8.90,"A classic go-to combo.
                  The highest savings that's under 10.","2024/June/2024, June, image 14.png"
14 Jun 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM8.00,"They aren't serving the fish, so I opted with this, isn't as bad now.

                  9. Shows card 8.","2024/June/2024, June, image 15.png"
14 Jun 2024 (Friday),Instant Noodles,No restaurant name,Free,"With an additional 3 nuggets.
                  Said to be stock clearing, hence why the eggs ran out as well.","2024/June/2024, June, image 16.png"
18 Jun 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"No classes, so we came here.
                  Pretty sure the table wouldn't fit 5, and I somehow got an extra stranger to accompany me.","2024/June/2024, June, image 17.png"
18 Jun 2024 (Tuesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM11.55,"Fitting 10 people in an 8 seater? It is possible.
                  Test for CMA6134 is imminent.","2024/June/2024, June, image 18.png"
